id_transaccion,fecha_venta,producto,categoria,precio_unitario,cantidad,descuento,tipo_descuento,region,score_vendedor,ingreso_total
TXN-00000502,2025-06-08,PROD-0076,Libros,$144.54,4.0,31.354870705433825,porcentaje,ESTE,4.0,346.50633842327625
TXN-00000503,2025-04-17,PROD-0011,Juguetes,$50.09,,24.711748153031415,porcentaje,oeste,9.0,135.72172102767496
TXN-00000504,2024-05-29,PROD-0006,Electrónicos,$98.51,3.0,8.946238648113152,porcentaje,Nororiente,1.0,274.2674981537028
TXN-00000505,2024-09-04,PROD-0012,Alimentos,,,0.0,ninguno,norte,10.0,307.00265152593767
TXN-00000506,2024-10-16,PROD-0046,Ropa,$509.03,2.0,0.0,ninguno,centro,3.0,1103.70958381576
TXN-00000507,2024-05-15,PROD-0062,Salud,$535.95,2.0,48913.470137296965,fijo,ESTE,6.0,47446.66062612608
TXN-00000508,2024-05-26,PROD-0041,Ropa,$93.87,3.0,9555.422873815256,fijo,norte,8.0,10924.577807316975
TXN-00000509,2024-05-08,PROD-0013,Libros,"$9,999,999.99",6.0,44.29683842274658,porcentaje,Este,8.0,300.08370764902406
TXN-00000510,2025-06-26,PROD-0020,Ropa,$64.32,3.0,1402.9257069169892,fijo,Norte,3.0,997.6097986691598
TXN-00000511,2025-02-10,PROD-0086,Salud,$243.57,2.0,27.205249084999224,porcentaje,ESTE,6.0,313.7661419820594
TXN-00000512,2025-04-03,PROD-0097,Electrónicos,$66.95,0.0,0.0,ninguno,ESTE,6.0,6322.627452595725
TXN-00000513,2025-03-21,PROD-0076,Libros,$61.61,2.0,0.0,ninguno,Este,8.0,146.27535859217465
TXN-00000514,2025-06-06,PROD-0011,Libros,$217.18,1.0,0.0,ninguno,Este,4.0,235.25717317126882
TXN-00000515,2024-02-27,PROD-0082,Juguetes,$55.45,2.0,0.0,ninguno,Oeste,8.0,96.53937187783694
TXN-00000516,2025-04-25,PROD-0070,Ropa,$87.01,3.0,0.0,ninguno,centro,7.0,289.5359067561576
TXN-00000517,2024-02-06,PROD-0053,Electrónicos,21.68932,2.0,25.65541014925553,porcentaje,Este,8.0,34.581300969692265
TXN-00000518,2024-09-16,PROD-0015,Deportes,$169.66,3.0,24211.91068076711,fijo,Norte,9.0,28900.847978879912
TXN-00000519,2024-11-19,PROD-0100,Alimentos,$516.35,3.0,42.220323994358374,porcentaje,Oeste,5.0,848.3110837425227
TXN-00000520,2024-07-14,PROD-0045,Libros,$172.28,6.0,48792.85382817508,fijo,Nororiente,5.0,54538.66490345688
TXN-00000521,2024-03-20,PROD-0005,Deportes,$335.50,3.0,0.0,ninguno,Este,8.0,1144.3144905733595
TXN-00000522,2024-04-14,PROD-0021,Salud,$42.04,2.0,34512.427401893576,fijo,norte,8.0,39011.878677516
TXN-00000523,2025-03-25,PROD-0041,Libros,$111.35,3.0,22162.758704480508,fijo,centro,9.0,22894.42895150453
TXN-00000524,2024-06-22,PROD-0007,Juguetes,$38.52,2.0,12.887961333185096,porcentaje,Este,6.0,57.274592756670295
TXN-00000525,2024-06-18,PROD-0033,Alimentos,$73.33,4.0,27395.54894590991,fijo,Este,7.0,25376.101083115427
TXN-00000526,2025-05-18,PROD-0047,Electrónicos,$180.37,1.0,0.0,ninguno,Sur,1.0,207.25484518065946
TXN-00000527,2024-03-19,PROD-0095,Electrónicos,$98.66,2.0,35505.294550702514,fijo,Centro,5.0,38806.105797516946
TXN-00000528,2025-05-13,PROD-0009,Alimentos,$25.24,2.0,0.0,ninguno,norte,3.0,53.62990473894903
TXN-00000529,2025-05-16,PROD-0058,Salud,"$9,999,999.99",3.0,26.780795496166707,porcentaje,Oeste,9.0,66.67135118327577
TXN-00000530,2024-11-22,PROD-0092,Electrónicos,$25.97,3.0,21.029002758867374,porcentaje,Sur,2.0,52.137199485338655
TXN-00000531,2024-03-31,PROD-0081,Hogar,$140.09,1.0,5414.607063210273,fijo,Este,8.0,5349.375866198936
TXN-00000532,2024-03-25,PROD-0093,Deportes,$576.81,2.0,0.0,ninguno,SUR,9.0,1317.365245676513
TXN-00000533,2024-06-04,PROD-0018,Juguetes,$306.81,4.0,11.33252888145564,porcentaje,Centro,5.0,971.420812832774
TXN-00000534,2024-11-10,PROD-0081,Electrónicos,$16.34,1.0,0.0,ninguno,Este,7.0,20.4279741358557
TXN-00000535,2024-03-24,PROD-0098,Salud,,3.0,44.101250007761934,porcentaje,Nororiente,6.0,476.6381819808858
TXN-00000536,2024-09-05,PROD-0033,Electrónicos,$209.09,1.0,0.0,ninguno,centro,7.0,239.8143894606277
TXN-00000537,2024-03-03,PROD-0050,Deportes,,2.0,0.0,ninguno,Centro,7.0,44.132396039206945
TXN-00000538,2024-10-21,PROD-0054,Juguetes,,5.0,0.0,ninguno,Este,3.0,404.2082268791804
TXN-00000539,2024-01-12,PROD-0050,Juguetes,,2.0,27.182805296856987,porcentaje,Nororiente,7.0,425.1430170404022
TXN-00000540,2025-01-21,PROD-0029,Salud,$147.73,4.0,17.482199096276496,porcentaje,Oeste,10.0,500.592999719527
TXN-00000541,2024-01-31,PROD-0098,Deportes,$27.71,3.0,0.0,ninguno,Este,4.0,85.14679459383238
TXN-00000542,2024-04-16,PROD-0096,Libros,$155.97,1.0,0.0,ninguno,Sur,4.0,191.99838133731524
TXN-00000543,2024-04-05,PROD-0039,Salud,$13.15,1.0,43.371848320333925,porcentaje,Nororiente,3.0,7.999663987229902
TXN-00000544,2025-03-28,PROD-0081,Alimentos,$73.66,2.0,33308.166472009194,fijo,SUR,10.0,29269.12351299702
TXN-00000545,2024-01-30,PROD-0040,Juguetes,$250.68,4.0,48.653468452780054,porcentaje,centro,9.0,623.4244957787046
TXN-00000546,2024-08-21,PROD-0080,Salud,$91.52,1.0,48097.37016650444,fijo,SUR,4.0,47156.46438896759
TXN-00000547,2024-11-18,PROD-0059,Juguetes,57.45236,2.0,17229.551372854985,fijo,Centro,10.0,17138.09239926882
TXN-00000548,2024-10-08,PROD-0048,Salud,$200.42,2.0,47.30972725542629,porcentaje,Sur,8.0,258.4036047584643
TXN-00000549,2025-01-05,PROD-0013,Juguetes,$216.43,2.0,29870.817491421658,fijo,centro,5.0,36690.32910301744
TXN-00000550,2025-03-13,PROD-0066,Electrónicos,"$9,999,999.99",-1.0,0.0,ninguno,centro,9.0,297.2234928148394
TXN-00000551,2024-08-02,PROD-0033,Electrónicos,$197.73,2.0,0.0,ninguno,Centro,10.0,415.93009985537617
TXN-00000552,2025-03-27,PROD-0022,Electrónicos,238.2301,2.0,0.0,ninguno,Nororiente,9.0,473.58051984464163
TXN-00000553,2024-06-22,PROD-0020,Salud,$174.10,2.0,0.0,ninguno,ESTE,5.0,423.7739791235899
TXN-00000554,2025-06-20,PROD-0099,Deportes,$114.32,5.0,0.0,ninguno,centro,3.0,675.3224803572458
TXN-00000555,2024-10-01,PROD-0011,Hogar,$97.57,2.0,37.95359990784321,porcentaje,Oeste,2.0,143.3121853795563
TXN-00000556,2025-02-05,PROD-0080,Hogar,72.70907,10.0,0.0,ninguno,Norte,9.0,647.5467600548262
TXN-00000557,2025-04-21,PROD-0087,Juguetes,$30.23,2.0,15.374616885944462,porcentaje,Este,8.0,45.31524113540429
TXN-00000558,2025-03-07,PROD-0004,Juguetes,$38.10,3.0,31.381679857238066,porcentaje,Norte,8.0,86.44721439474762
TXN-00000559,2025-04-08,PROD-0059,Deportes,$69.84,1.0,0.0,ninguno,oeste,1.0,61.13868632092225
TXN-00000560,2024-10-19,PROD-0058,Alimentos,$111.87,,12.247358423994374,porcentaje,norte,10.0,182.50407380870735
TXN-00000561,2024-01-24,PROD-0036,Alimentos,$329.22,3.0,0.0,ninguno,Sur,2.0,910.8505989990258
TXN-00000562,2024-09-25,PROD-0067,Electrónicos,$86.69,3.0,0.0,ninguno,centro,6.0,298.777871082771
TXN-00000563,2024-04-08,PROD-0041,Hogar,$222.10,1.0,28.417653833745103,porcentaje,Centro,10.0,186.8907440280263
TXN-00000564,2025-04-29,PROD-0044,Libros,$237.79,6.0,6900.496298123337,fijo,Sur,3.0,6281.137014412704
TXN-00000565,2024-05-09,PROD-0044,Ropa,73.09046,0.0,0.0,ninguno,ESTE,6.0,375.0421662216875
TXN-00000566,2024-05-04,PROD-0081,Deportes,$153.73,3.0,0.0,ninguno,Oeste,9.0,556.2801732520193
TXN-00000567,2024-05-15,PROD-0064,Deportes,$72.30,2.0,0.0,ninguno,Sur,3.0,148.3791309467407
TXN-00000568,2024-12-16,PROD-0038,Ropa,$295.87,4.0,42601.04766846689,fijo,Centro,2.0,39085.8410093887
TXN-00000569,2024-11-07,PROD-0093,Hogar,$159.53,2.0,0.0,ninguno,norte,5.0,349.8011606370522
TXN-00000570,2025-06-01,PROD-0081,Deportes,30.83235,1.0,38541.69131983548,fijo,Este,8.0,46574.9180618207
TXN-00000571,2024-08-14,PROD-0094,Electrónicos,$104.10,2.0,41.67103183588975,porcentaje,SUR,6.0,108.33270332486022
TXN-00000572,2024-06-02,PROD-0074,Alimentos,$396.75,3.0,0.0,ninguno,oeste,5.0,1403.3719233222257
TXN-00000573,2024-01-27,PROD-0040,Libros,$76.47,,20.83289084108381,porcentaje,oeste,7.0,399.4538039922633
TXN-00000574,2024-01-04,PROD-0078,Deportes,134.6856,4.0,39.695941472856944,porcentaje,Centro,1.0,343.8899341378479
TXN-00000575,2024-07-22,PROD-0033,Juguetes,$147.13,2.0,26.597543970741647,porcentaje,Este,4.0,258.67739884500503
TXN-00000576,2025-05-19,PROD-0028,Electrónicos,$35.41,2.0,0.0,ninguno,SUR,9.0,83.68147206580727
TXN-00000577,2024-10-12,PROD-0046,Hogar,$142.54,,0.0,ninguno,Norte,4.0,459.58956730950086
TXN-00000578,2025-05-01,PROD-0097,Ropa,$25.68,3.0,0.0,ninguno,centro,10.0,79.17256686600138
TXN-00000579,2024-02-25,PROD-0057,Ropa,,,25071.39243227704,fijo,Sur,6.0,26576.15340623133
TXN-00000580,2024-02-20,PROD-0039,Hogar,$237.02,2.0,27193.87776925984,fijo,Centro,10.0,33348.73995427696
TXN-00000581,2025-03-30,PROD-0047,Libros,$124.10,6.0,0.0,ninguno,Este,7.0,954.6597596099122
TXN-00000582,2024-02-28,PROD-0030,Hogar,$68.44,4.0,15772.471749928716,fijo,Sur,5.0,17941.055044850124
TXN-00000583,2024-01-29,PROD-0066,Deportes,$134.53,4.0,26548.17325851163,fijo,SUR,10.0,31931.78354562759
TXN-00000584,2024-08-08,PROD-0036,Salud,85.27803,1.0,15.887668591899084,porcentaje,Centro,3.0,79.77452825171001
TXN-00000585,2025-05-19,PROD-0056,Salud,"$9,999,999.99",2.0,0.0,ninguno,Sur,4.0,209.5879837728762
TXN-00000586,2025-01-10,PROD-0037,Hogar,$162.57,7.0,0.0,ninguno,Sur,8.0,1102.8041910488325
TXN-00000587,2024-02-24,PROD-0033,Ropa,$46.78,2.0,4116.731045761594,fijo,oeste,9.0,4251.660236446728
TXN-00000588,2025-04-01,PROD-0098,Salud,$93.35,3.0,35.69593763628134,porcentaje,ESTE,2.0,187.7894777242363
TXN-00000589,2025-04-04,PROD-0035,Ropa,$67.96,2.0,0.0,ninguno,Centro,10.0,152.47618889530608
TXN-00000590,2025-03-12,PROD-0008,Deportes,$21.61,5.0,0.0,ninguno,norte,5.0,117.84313208408126
TXN-00000591,2025-05-06,PROD-0038,Electrónicos,$39.31,4.0,42.44007069934953,porcentaje,Nororiente,4.0,111.96899925678565
TXN-00000592,2024-05-10,PROD-0054,Electrónicos,$369.22,1.0,40122.37041828884,fijo,SUR,2.0,46310.450587480685
TXN-00000593,2025-06-17,PROD-0010,Deportes,127.2623,0.0,0.0,ninguno,norte,1.0,8485.78982573208
TXN-00000594,2024-06-23,PROD-0031,Salud,$27.35,6.0,0.0,ninguno,norte,6.0,196.94326065954806
TXN-00000595,2025-03-13,PROD-0017,Electrónicos,$22.50,2.0,0.0,ninguno,Sur,7.0,53.80851562938601
TXN-00000596,2024-11-11,PROD-0051,Libros,$81.37,1.0,0.0,ninguno,Este,1.0,88.07878000858611
TXN-00000597,2025-02-28,PROD-0073,Electrónicos,$366.89,1.0,0.0,ninguno,Norte,10.0,364.2793833889779
TXN-00000598,2024-12-08,PROD-0097,Libros,$76.09,3.0,4270.801319915654,fijo,Oeste,6.0,4894.878741486654
TXN-00000599,2024-12-16,PROD-0039,Deportes,$291.87,6.0,47.685135766344885,porcentaje,Oeste,1.0,843.7754476941093
TXN-00000600,2024-12-01,PROD-0087,Libros,$123.56,1.0,43003.5361672131,fijo,Centro,9.0,50943.614971627125
TXN-00000601,2025-02-28,PROD-0022,Libros,$137.57,1.0,0.0,ninguno,Norte,2.0,118.4855913085627
TXN-00000602,2025-02-06,PROD-0079,Ropa,$27.05,0.0,5.077280360656001,porcentaje,norte,7.0,2202.9688702389094
TXN-00000603,2024-03-14,PROD-0057,Juguetes,$209.30,5.0,40.69273849589932,porcentaje,SUR,7.0,615.9637336957372
TXN-00000604,2025-03-26,PROD-0076,Hogar,$66.59,2.0,26.691592429099238,porcentaje,Este,9.0,115.12306333130512
TXN-00000605,2024-10-19,PROD-0076,Alimentos,$195.74,5.0,0.0,ninguno,Oeste,9.0,1218.3836393299996
TXN-00000606,2024-06-25,PROD-0054,Hogar,$43.26,0.0,0.0,ninguno,SUR,10.0,7524.667308079562
TXN-00000607,2024-10-07,PROD-0026,Alimentos,105.5668,0.0,5043.383412220568,fijo,Sur,1.0,2776.437238667082
TXN-00000608,2025-06-11,PROD-0053,Juguetes,$123.57,2.0,33.32600111121424,porcentaje,ESTE,4.0,200.5364140739166
TXN-00000609,2025-04-12,PROD-0083,Alimentos,$78.36,0.0,0.0,ninguno,ESTE,4.0,2555.2109775002677
TXN-00000610,2025-03-30,PROD-0098,Electrónicos,$129.55,5.0,47.67098849908257,porcentaje,ESTE,4.0,385.0718891528555
TXN-00000611,2024-09-09,PROD-0093,Ropa,$70.83,4.0,0.0,ninguno,oeste,3.0,328.2893675571027
TXN-00000612,2025-03-03,PROD-0019,Juguetes,$50.19,4.0,45.157476423837956,porcentaje,Centro,3.0,124.320522488373
TXN-00000613,2024-07-28,PROD-0060,Salud,$381.81,1.0,0.0,ninguno,centro,10.0,341.3907922203328
TXN-00000614,2025-01-08,PROD-0011,Salud,$231.38,3.0,33497.6881470905,fijo,Nororiente,9.0,39122.98122609818
TXN-00000615,2024-12-14,PROD-0067,Alimentos,$45.39,2.0,0.0,ninguno,Este,7.0,115.06035058840705
TXN-00000616,2024-05-16,PROD-0100,Ropa,$150.14,1.0,45.467389826882325,porcentaje,Sur,6.0,82.2355223965782
TXN-00000617,2024-05-25,PROD-0006,Salud,$46.14,3.0,26.82741337274077,porcentaje,Sur,5.0,115.28348554604146
TXN-00000618,2024-02-03,PROD-0066,Deportes,$30.99,3.0,0.0,ninguno,Sur,7.0,90.5941728458515
TXN-00000619,2024-03-17,PROD-0095,Libros,$228.25,1.0,0.0,ninguno,ESTE,9.0,298.2938805999795
TXN-00000620,2024-08-24,PROD-0085,Salud,$19.42,1.0,0.0,ninguno,Oeste,5.0,18.01222851880458
TXN-00000621,2024-09-17,PROD-0040,Libros,$207.30,4.0,0.0,ninguno,Norte,6.0,810.5954087911593
TXN-00000622,2024-03-30,PROD-0011,Juguetes,$71.70,0.0,0.0,ninguno,Nororiente,10.0,8439.592685525611
TXN-00000623,2024-08-15,PROD-0093,Electrónicos,$74.41,5.0,0.0,ninguno,Norte,10.0,483.7770006140314
TXN-00000624,2024-11-25,PROD-0093,Alimentos,,2.0,12809.504691895883,fijo,Este,3.0,13294.950257158254
TXN-00000625,2024-05-06,PROD-0058,Alimentos,$151.88,3.0,0.0,ninguno,Este,3.0,421.8073063339084
TXN-00000626,2024-07-03,PROD-0098,Electrónicos,$42.79,4.0,20603.312707204994,fijo,Sur,3.0,17968.370835845064
TXN-00000627,2024-07-19,PROD-0001,Hogar,$171.74,3.0,14425.458389846905,fijo,SUR,1.0,16155.673390776816
TXN-00000628,2024-10-02,PROD-0062,Juguetes,$99.69,2.0,0.0,ninguno,ESTE,7.0,176.0107006604639
TXN-00000629,2024-07-18,PROD-0004,Ropa,$29.07,6.0,30.72544938829471,porcentaje,Norte,5.0,134.1194942174526
TXN-00000630,2025-02-05,PROD-0094,Hogar,$77.26,2.0,49.63614991694559,porcentaje,Centro,1.0,82.0577076520413
TXN-00000631,2024-06-27,PROD-0069,Ropa,312.0461,3.0,20.461144475456127,porcentaje,oeste,0.0,825.5445632325698
TXN-00000632,2024-08-24,PROD-0092,Ropa,"$9,999,999.99",6.0,0.0,ninguno,Centro,6.0,2777.1441939210936
TXN-00000633,2024-07-25,PROD-0057,Hogar,$171.68,1.0,0.0,ninguno,Centro,9.0,212.31323763418186
TXN-00000634,2024-04-09,PROD-0009,Electrónicos,$30.84,4.0,24.36638523527766,porcentaje,centro,7.0,81.37500221294115
TXN-00000635,2025-01-08,PROD-0003,Juguetes,$139.99,2.0,7.7902404306626964,porcentaje,norte,6.0,266.0218643402041
TXN-00000636,2024-05-08,PROD-0034,Juguetes,$193.60,3.0,8163.167062136054,fijo,centro,2.0,6437.698258518983
TXN-00000637,2024-06-10,PROD-0075,Alimentos,$172.97,2.0,25.388306424740907,porcentaje,Oeste,3.0,255.7805256970654
TXN-00000638,2025-03-08,PROD-0016,Salud,$182.45,2.0,38.571076606677074,porcentaje,norte,8.0,247.97221849180727
TXN-00000639,2025-06-01,PROD-0086,Libros,$124.83,1.0,24.667932490792435,porcentaje,Nororiente,8.0,105.36780078890963
TXN-00000640,2024-12-31,PROD-0024,Juguetes,$84.34,1.0,0.0,ninguno,Centro,9.0,107.54733967186479
TXN-00000641,2025-05-14,PROD-0050,Electrónicos,$52.06,,0.0,ninguno,SUR,6.0,193.49137280407533
TXN-00000642,2025-04-10,PROD-0021,Libros,$16.31,1.0,28.70619259645813,porcentaje,centro,3.0,11.066477864997893
TXN-00000643,2024-09-19,PROD-0047,Electrónicos,$122.20,3.0,39.90218214873547,porcentaje,Centro,6.0,252.1384136172916
TXN-00000644,2025-02-23,PROD-0046,Electrónicos,$106.43,4.0,41.17038307783004,porcentaje,Este,9.0,296.20485313533754
TXN-00000645,2024-06-27,PROD-0001,Alimentos,148.6832,5.0,33339.00285806708,fijo,norte,2.0,39327.162281043355
TXN-00000646,2024-09-07,PROD-0057,Deportes,$27.01,2.0,26286.35239223701,fijo,Centro,9.0,23834.5742081538
TXN-00000647,2024-10-18,PROD-0079,Electrónicos,160.8568,5.0,0.0,ninguno,Nororiente,10.0,926.1710308330039
TXN-00000648,2025-06-07,PROD-0094,Ropa,571.9723,3.0,0.0,ninguno,SUR,9.0,1800.9696478572048
TXN-00000649,2025-04-07,PROD-0034,Ropa,$96.60,4.0,4301.266760263577,fijo,Norte,7.0,3933.0860317820966
TXN-00000650,2024-09-23,PROD-0089,Alimentos,$85.16,3.0,29.434252208185136,porcentaje,SUR,5.0,198.18581115776917
TXN-00000651,2024-12-21,PROD-0088,Libros,$118.88,3.0,0.0,ninguno,Sur,9.0,354.45227830604125
TXN-00000652,2024-04-20,PROD-0099,Ropa,$560.65,4.0,0.0,ninguno,Este,2.0,1862.7909303319764
TXN-00000653,2025-03-14,PROD-0038,Hogar,$35.83,6.0,49.626244112114335,porcentaje,Nororiente,8.0,129.94399291453064
TXN-00000654,2024-10-28,PROD-0086,Electrónicos,108.0815,3.0,0.0,ninguno,Nororiente,5.0,284.1858988857491
TXN-00000655,2024-10-17,PROD-0057,Hogar,$43.83,3.0,12.429485520567507,porcentaje,oeste,6.0,113.66637655860193
TXN-00000656,2025-02-21,PROD-0006,Hogar,$55.02,5.0,0.0,ninguno,SUR,5.0,299.82262757911855
TXN-00000657,2024-12-10,PROD-0028,Salud,$86.09,2.0,36.969134381599105,porcentaje,SUR,1.0,115.03415491612449
TXN-00000658,2024-02-09,PROD-0068,Alimentos,"$9,999,999.99",4.0,0.0,ninguno,Norte,10.0,1420.2431540412995
TXN-00000659,2024-06-06,PROD-0017,Alimentos,$455.27,4.0,19.557918353212322,porcentaje,Centro,7.0,1877.5059053482075
TXN-00000660,2024-04-06,PROD-0044,Juguetes,$134.74,4.0,0.0,ninguno,SUR,7.0,553.9291243070285
TXN-00000661,2025-02-04,PROD-0078,Salud,$64.14,2.0,0.0,ninguno,centro,2.0,111.8723111288957
TXN-00000662,2024-01-20,PROD-0015,Hogar,$848.50,1.0,0.0,ninguno,Oeste,8.0,783.6655082692854
TXN-00000663,2024-04-20,PROD-0050,Alimentos,$61.26,3.0,0.0,ninguno,ESTE,10.0,203.00173159850644
TXN-00000664,2024-11-21,PROD-0022,Ropa,53.83789,1.0,14.753780175521577,porcentaje,Nororiente,9.0,47.69891654068991
TXN-00000665,2025-01-13,PROD-0054,Juguetes,$18.22,6.0,0.0,ninguno,norte,3.0,131.21254210047937
TXN-00000666,2024-10-01,PROD-0025,Ropa,$316.23,3.0,10.225056774833856,porcentaje,ESTE,2.0,872.5293029780103
TXN-00000667,2025-04-14,PROD-0097,Hogar,215.1684,1.0,0.0,ninguno,SUR,4.0,219.47455365441687
TXN-00000668,2025-05-15,PROD-0008,Deportes,793.1600,4.0,29.569646947625152,porcentaje,norte,1.0,2583.9602461135905
TXN-00000669,2024-03-12,PROD-0097,Alimentos,$25.78,6.0,48139.932509068916,fijo,Nororiente,6.0,56888.94428357877
TXN-00000670,2025-06-03,PROD-0080,Electrónicos,,5.0,7388.093853528994,fijo,Oeste,5.0,6515.3401855984785
TXN-00000671,2024-11-30,PROD-0086,Deportes,$95.88,2.0,0.0,ninguno,norte,6.0,205.49473995440349
TXN-00000672,2024-12-12,PROD-0086,Hogar,$185.95,3.0,0.0,ninguno,norte,10.0,548.5160004828625
TXN-00000673,2024-02-21,PROD-0019,Juguetes,$20.43,6.0,34.071473674174484,porcentaje,Sur,7.0,88.80578128304464
TXN-00000674,2024-12-04,PROD-0094,Juguetes,$337.40,3.0,0.0,ninguno,centro,5.0,899.4665732602227
TXN-00000675,2025-01-30,PROD-0060,Ropa,$182.70,2.0,44.25677138653708,porcentaje,norte,8.0,223.2242032145996
TXN-00000676,2024-11-12,PROD-0097,Salud,$86.92,2.0,14.101089711512584,porcentaje,Centro,4.0,177.12994602688877
TXN-00000677,2024-02-16,PROD-0088,Salud,$160.87,2.0,13768.493068946314,fijo,norte,15.0,15556.62669003983
TXN-00000678,2024-10-12,PROD-0058,Deportes,$45.20,3.0,0.0,ninguno,Sur,10.0,123.40827987422557
TXN-00000679,2025-05-25,PROD-0038,Electrónicos,$53.44,0.0,0.0,ninguno,ESTE,10.0,8131.612470730459
TXN-00000680,2025-01-29,PROD-0012,Ropa,$59.32,3.0,0.0,ninguno,norte,6.0,215.82822662059237
TXN-00000681,2024-03-15,PROD-0011,Hogar,$16.99,4.0,29.89387666301228,porcentaje,Este,5.0,44.50553235413021
TXN-00000682,2025-06-07,PROD-0039,Deportes,$195.50,3.0,12.560756639958914,porcentaje,SUR,4.0,538.8389768518241
TXN-00000683,2025-06-06,PROD-0082,Electrónicos,"$9,999,999.99",4.0,0.0,ninguno,Norte,6.0,1238.9282863626142
TXN-00000684,2024-04-02,PROD-0051,Salud,$47.88,3.0,11.65760015785526,porcentaje,Norte,10.0,125.81698187923111
TXN-00000685,2025-03-12,PROD-0049,Deportes,$123.15,4.0,0.0,ninguno,norte,9.0,587.9191716461861
TXN-00000686,2024-08-09,PROD-0025,Libros,$70.88,4.0,0.0,ninguno,Centro,7.0,251.83597499162255
TXN-00000687,2024-11-19,PROD-0057,Ropa,$120.96,8.0,5.360159537323293,porcentaje,Norte,3.0,1037.0765787379298
TXN-00000688,2024-08-30,PROD-0064,Electrónicos,$51.17,0.0,19262.895643619253,fijo,ESTE,4.0,1857.2998675435488
TXN-00000689,2025-03-02,PROD-0099,Deportes,$40.65,5.0,0.0,ninguno,Norte,3.0,190.66985431698433
TXN-00000690,2025-06-27,PROD-0073,Electrónicos,$232.03,2.0,0.0,ninguno,SUR,2.0,427.2767434800987
TXN-00000691,2025-03-09,PROD-0061,Electrónicos,84.98854,1.0,0.0,ninguno,norte,1.0,99.27780755651155
TXN-00000692,2025-05-22,PROD-0092,Libros,$555.52,1.0,0.0,ninguno,Sur,8.0,608.2322842475597
TXN-00000693,2025-05-30,PROD-0043,Juguetes,,4.0,3177.658796191747,fijo,Centro,8.0,3441.7672056081833
TXN-00000694,2024-02-19,PROD-0094,Deportes,$39.12,2.0,0.0,ninguno,Este,2.0,82.422744203847
TXN-00000695,2024-05-18,PROD-0037,Juguetes,$271.58,6.0,0.0,ninguno,Norte,7.0,1957.5650507437963
TXN-00000696,2025-01-28,PROD-0013,Electrónicos,158.8118,2.0,0.0,ninguno,norte,2.0,330.62957257362297
TXN-00000697,2024-11-17,PROD-0042,Electrónicos,$173.15,1.0,39427.2414524868,fijo,Sur,3.0,39621.67680435189
TXN-00000698,2024-01-28,PROD-0013,Ropa,$262.84,3.0,0.0,ninguno,Sur,3.0,863.4934488768056
TXN-00000699,2024-02-21,PROD-0012,Electrónicos,$50.02,,1069.3422681336388,fijo,Oeste,2.0,857.5634575988103
TXN-00000700,2024-10-10,PROD-0089,Libros,80.27610,6.0,37.706409018352666,porcentaje,Sur,8.0,378.320304211949
TXN-00000701,2024-12-01,PROD-0080,Electrónicos,$77.15,2.0,0.0,ninguno,Centro,1.0,181.27487145784391
TXN-00000702,2024-04-01,PROD-0023,Salud,$28.17,0.0,0.0,ninguno,SUR,5.0,5664.787172887245
TXN-00000703,2024-04-03,PROD-0084,Juguetes,$71.01,2.0,0.0,ninguno,oeste,5.0,173.9727117259304
TXN-00000704,2024-03-11,PROD-0007,Deportes,$299.69,3.0,0.0,ninguno,norte,6.0,831.7334218189608
TXN-00000705,2024-11-03,PROD-0029,Hogar,,0.0,30370.788462725533,fijo,Nororiente,2.0,3667.3811788261905
TXN-00000706,2024-01-05,PROD-0071,Alimentos,26.80383,6.0,0.0,ninguno,Nororiente,5.0,190.68842820844452
TXN-00000707,2024-11-07,PROD-0031,Salud,$22.19,3.0,0.0,ninguno,Sur,8.0,64.46070295443738
TXN-00000708,2024-09-16,PROD-0074,Juguetes,$402.74,2.0,0.0,ninguno,SUR,4.0,707.9130083997654
TXN-00000709,2024-09-10,PROD-0088,Alimentos,$82.99,1.0,0.0,ninguno,Norte,10.0,100.64279254109132
TXN-00000710,2025-01-05,PROD-0007,Ropa,$50.27,2.0,0.0,ninguno,Nororiente,5.0,103.12794483374562
TXN-00000711,2024-10-11,PROD-0003,Juguetes,$70.34,2.0,0.0,ninguno,Norte,8.0,151.13519624472525
TXN-00000712,2025-01-31,PROD-0095,Libros,$23.82,3.0,16245.047541167629,fijo,Norte,2.0,18225.043010791112
TXN-00000713,2025-02-20,PROD-0053,Alimentos,$324.01,8.0,0.0,ninguno,norte,9.0,2547.1491738135264
TXN-00000714,2025-05-16,PROD-0051,Electrónicos,$63.20,10.0,15.940469530808716,porcentaje,Sur,5.0,467.90818503655214
TXN-00000715,2025-03-11,PROD-0047,Salud,$308.17,5.0,42.343864095686435,porcentaje,Nororiente,10.0,1156.1728867036388
TXN-00000716,2024-10-09,PROD-0044,Libros,$94.30,3.0,0.0,ninguno,norte,8.0,329.9346696167874
TXN-00000717,2024-09-25,PROD-0070,Libros,$325.90,6.0,0.0,ninguno,Oeste,8.0,2240.318612791019
TXN-00000718,2024-05-08,PROD-0058,Alimentos,$113.41,,0.0,ninguno,oeste,2.0,215.89978492727536
TXN-00000719,2024-11-22,PROD-0017,Hogar,$194.01,2.0,47.877664336392336,porcentaje,Centro,6.0,256.8874545039764
TXN-00000720,2024-03-16,PROD-0063,Salud,$171.95,4.0,34.56902492112151,porcentaje,oeste,8.0,432.0868209903605
