id_cliente,ingreso_mensual,ticket_promedio,antigüedad_meses,llamadas_soporte,satisfaccion,descuento_usado,genero,region,fecha_ultima_compra,num_productos,gasto_total_anual,edad,churn
CLI-10490,365.0,"$1,000",4.0,5.0,3.0,13.4%,Masculino,Cucuta,05-Jun-2024,3.0,218.59836931609757,60,1
CLI-10491,469.0,"1,000",4.0,0.0,3.0,12.1,F,carthagena,10/06/2024,11.0,1767.3070414720025,37,1
CLI-10492,305.0,"1,000",13.0,1.0,5.0,41.4%,Female,cali,23/06/2024,7.0,548.7188929769883,39,0
CLI-10493,,"$1,000",6.0,5.0,3.0,20.0,male,Bogotá,30-May-2025,5.0,349.2510216542372,37,1
CLI-10494,117290.0,"$1,000",30.0,2.0,3.0,13.7%,F,cali,18-Jun-2024,5.0,822.8172142931835,57,0
CLI-10495,203.0,"1,000",20.0,2.0,1.0,20.5,M,Medellin,07/03/2025,5.0,521.9444320494873,36,0
CLI-10496,429.0,"$1,000",0.0,2.0,2.0,46.0%,male,Cucuta,2025-02-26,6.0,514.8950525547165,13,1
CLI-10497,82.0,"$1,000",5.0,2.0,3.0,9.0%,female,cucuta,2024/09/25,6.0,263.46688356043256,49,1
CLI-10498,200.0,"1,000",7.0,2.0,2.0,,male,Medellin,07-Jan-2025,5.0,656.8347029118543,49,0
CLI-10499,74.0,"$1,000",4.0,0.0,99.0,17.7%,Masculino,MEDELLIN,24/06/2024,8.0,779.1448235917272,35,0
CLI-10500,100.0,"$1,000",32.0,2.0,1.0,3.0%,Mujer,Cúcuta,2024-12-02,3.0,264.46680630456234,69,0
CLI-10501,555.0,"$1,000",52.0,2.0,5.0,3.7%,Masculino,Cucuta,,5.0,107.0798854676864,33,0
CLI-10502,419.0,"1,000",2.0,1.0,5.0,0.5%,Mujer,cucuta,2025/03/06,11.0,784.4947377794632,63,0
CLI-10503,159.0,"$1,000",7.0,2.0,2.0,7.3,Female,Cúcuta,23-Aug-2024,4.0,626.3570869430076,21,0
CLI-10504,99.0,"1,000",1.0,1.0,1.0,32.0%,Male,Barranquilla,03-Nov-2024,9.0,727.3937333987973,46,1
CLI-10505,41.0,"1,000",3.0,1.0,5.0,9.8,Male,Cali,31-Jan-2025,4.0,416.68376894471794,29,0
CLI-10506,177.0,"1,000",36.0,3.0,5.0,18.9,male,Bogotá,13/03/2025,4.0,791.4730982148238,40,0
CLI-10507,1045.0,"$1,000",5.0,3.0,5.0,35.3,Female,Cucuta,26/09/2024,6.0,255.44106008138854,0,0
CLI-10508,318.0,"$1,000",20.0,3.0,,1.6%,Masculino,cucuta,2025-02-24,3.0,354.029093223034,33,1
CLI-10509,175.0,"$1,000",8.0,4.0,4.0,10.5%,Female,Cucuta,2025-04-27,5.0,193.86241372546715,0,0
CLI-10510,323.0,"$1,000",41.0,1.0,4.0,49.8,male,BARRANQUILLA,10-Nov-2024,3.0,907.0839480661263,38,0
CLI-10511,96.0,"1,000",2.0,3.0,2.0,29.8,Femenino,Cucuta,21-Jul-2024,4.0,390.4396298861476,98,1
CLI-10512,174229.0,"1,000",6.0,0.0,3.0,33.0%,Mujer,Bogotá,2025/02/09,3.0,474.51274475642697,45,0
CLI-10513,260.0,"$1,000",11.0,1.0,2.0,25.8,Mujer,cali,16-Sep-2024,2.0,546.3767907517806,44,0
CLI-10514,232.0,"$1,000",6.0,0.0,,48.3%,F,bogota,21/12/2024,2.0,inf,48,0
CLI-10515,393.0,"1,000",17.0,2.0,5.0,7.2,H,BARRANQUILLA,18-Jun-2024,2.0,717.4423363803182,16,0
CLI-10516,301.0,"$1,000",4.0,174.0,1.0,3.4%,Masculino,Bogotá,23/10/2024,4.0,1287.6941750554063,0,1
CLI-10517,365.0,"1,000",-12.0,1.0,1.0,40.8,M,Medellin,30/11/2024,6.0,800.940652972972,52,0
CLI-10518,162.0,"$1,000",4.0,1.0,2.0,0.2,M,cali,2025/03/10,9.0,inf,15,0
CLI-10519,419.0,"1,000",55.0,1.0,1.0,28.1%,Mujer,bogota,2024-07-12,2.0,435.6588433771408,78,0
CLI-10520,650.0,"1,000",,1.0,1.0,0.1%,Femenino,bogota,16/05/2025,3.0,449.73251170829354,42,1
CLI-10521,,"$1,000",19.0,1.0,5.0,17.4,Mujer,Cucuta,16/11/2024,6.0,962.5426207726238,25,0
CLI-10522,144.0,"$1,000",6.0,0.0,3.0,32.5,NB,Medellin,24/02/2025,3.0,274.6887337741849,46,0
CLI-10523,545.0,"1,000",0.0,2.0,4.0,27.4%,Female,cucuta,2024/11/26,7.0,194.74717675684823,28,0
CLI-10524,218.0,"$1,000",9.0,1.0,3.0,28.0,H,Cali,08/06/2024,9.0,724.0954908787064,17,0
CLI-10525,568.0,"$1,000",5.0,1.0,4.0,7.9%,male,Bogotá,2025-04-28,9.0,398.03518910094584,37,0
CLI-10526,177449.0,"$1,000",0.0,2.0,4.0,14.7%,Femenino,bogota,2025/05/13,3.0,260.69886408161454,38,0
CLI-10527,586.0,"$1,000",17.0,1.0,1.0,35.5,Masculino,Cartagena,2024-08-08,2.0,336.2724579642899,18,1
CLI-10528,265.0,"1,000",29.0,3.0,1.0,1.2%,H,Bogotá,,9.0,150.24023387524588,30,0
CLI-10529,286.0,"$1,000",7.0,2.0,3.0,29.8,F,cucuta,02-Jan-2025,7.0,454.448193925631,26,0
CLI-10530,626.0,"$1,000",0.0,0.0,2.0,25.9,Female,Medellin,12-Mar-2025,2.0,326.14680420121954,36,1
CLI-10531,197.0,"1,000",0.0,1.0,5.0,17.2%,Male,BARRANQUILLA,25/10/2024,1.0,585.86411138908,51,0
CLI-10532,139.0,"$1,000",,5.0,2.0,16.7%,M,cali,2025/02/28,3.0,349.5119452261597,44,0
CLI-10533,187.0,"$1,000",,0.0,0.0,39.9,H,Bogotá,2024/10/07,2.0,413.579183460619,41,0
CLI-10534,321.0,"1,000",2.0,3.0,3.0,19.1%,M,carthagena,2025/01/05,7.0,293.3264025324213,14,1
CLI-10535,96.0,"1,000",22.0,4.0,1.0,4.0%,male,Bogotá,2024-08-23,3.0,337.56734095265165,41,1
CLI-10536,93956.0,"$1,000",5.0,4.0,,48.1%,Female,Cúcuta,04-Oct-2024,6.0,182.94178570058688,25,0
CLI-10537,,"1,000",0.0,4.0,1.0,6.5%,F,Barranquilla,03-Nov-2024,3.0,830.9342833945508,16,0
CLI-10538,487.0,"$1,000",12.0,1.0,5.0,39.9%,male,Medellin,2025/04/27,5.0,391.82783248978603,55,0
CLI-10539,58.0,"$1,000",6.0,3.0,4.0,0.7%,NB,cucuta,18-Oct-2024,5.0,100.24389481396503,22,0
CLI-10540,193013.0,"1,000",4.0,3.0,5.0,18.2,female,MEDELLIN,20/09/2024,1.0,132.9857063255801,43,0
CLI-10541,89.0,"1,000",7.0,1.0,2.0,25.8%,H,Medellin,23-Nov-2024,2.0,834.0411526648985,34,0
CLI-10542,149.0,"$1,000",3.0,110.0,5.0,1.5%,Mujer,Cartagena,28-Oct-2024,2.0,391.4025189124534,27,0
CLI-10543,284.0,"$1,000",3.0,2.0,5.0,36.7%,F,Cali,2024/10/20,4.0,397.8430856396917,60,0
CLI-10544,220.0,"$1,000",4.0,2.0,3.0,,F,Barranquilla,08-Mar-2025,7.0,402.66845862075456,32,0
CLI-10545,210.0,"$1,000",1.0,2.0,2.0,27.1%,M,Cúcuta,2024-12-21,2.0,567.4548763203862,34,1
CLI-10546,222.0,"1,000",0.0,3.0,1.0,39.6%,Female,Cucuta,2025-04-16,13.0,1177.8053490043876,30,1
CLI-10547,276.0,"1,000",9.0,2.0,1.0,29.6,H,Cúcuta,2024/08/22,3.0,550.9168219169169,44,1
CLI-10548,134.0,"$1,000",18.0,4.0,3.0,22.8%,male,bogota,09/04/2025,8.0,500.2743692355301,39,1
CLI-10549,374.0,"$1,000",0.0,3.0,5.0,16.8%,Female,cucuta,2024/08/10,9.0,270.45462796980814,31,0
CLI-10550,364.0,"$1,000",19.0,1.0,3.0,2.3,Female,cali,12/10/2024,8.0,137.02418006207364,28,1
CLI-10551,308.0,"$1,000",11.0,2.0,5.0,45.7%,F,Cúcuta,25-Nov-2024,5.0,562.3537905857021,0,0
CLI-10552,342.0,"1,000",0.0,2.0,4.0,29.6%,Male,Medellin,2024-11-29,8.0,595.0681064396656,32,0
CLI-10553,292.0,"$1,000",2.0,0.0,4.0,31.6%,M,BARRANQUILLA,09-Apr-2025,3.0,871.1040296367186,67,0
CLI-10554,830.0,"$1,000",3.0,1.0,4.0,22.0,F,cucuta,2024-10-07,5.0,1337.421242936902,34,0
CLI-10555,232.0,"1,000",3.0,3.0,5.0,18.6,Femenino,cucuta,16/01/2025,4.0,179.12405858557074,47,0
CLI-10556,204.0,"1,000",13.0,2.0,5.0,2.3%,Femenino,Cartagena,2024-08-20,1.0,262.4857857927672,40,0
CLI-10557,156.0,"$1,000",3.0,0.0,1.0,8.4,male,BARRANQUILLA,2024/07/30,5.0,644.0553693855958,37,0
CLI-10558,,"$1,000",7.0,3.0,3.0,21.3,Prefiero no decirlo,Bogotá,2024/07/02,6.0,403.7643528128407,55,1
CLI-10559,116.0,"$1,000",45.0,166.0,3.0,12.1%,M,BARRANQUILLA,02-Jul-2024,2.0,1108.0676711586434,50,0
CLI-10560,144.0,"$1,000",80.0,5.0,5.0,2.2%,male,cali,,3.0,352.303623623205,50,0
CLI-10561,235.0,"$1,000",12.0,1.0,2.0,27.3%,Female,Bogotá,2025-02-24,2.0,1637.1380438736967,50,0
CLI-10562,299.0,"1,000",4.0,3.0,5.0,23.2%,H,cucuta,22/02/2025,6.0,419.55262613034813,17,0
CLI-10563,252.0,"$1,000",4.0,0.0,3.0,21.1%,female,cali,23-Jun-2024,6.0,1260.6318100986168,48,0
CLI-10564,155.0,"$1,000",8.0,1.0,5.0,39.2%,F,Cúcuta,2024-06-15,6.0,74.82861364324269,38,0
CLI-10565,420.0,"1,000",8.0,5.0,4.0,30.0%,Femenino,Bogotá,2025/02/20,3.0,567.0485544918611,34,0
CLI-10566,381.0,"$1,000",4.0,2.0,2.0,0.1%,H,Medellin,,5.0,410.06477204776303,93,0
CLI-10567,,"1,000",39.0,4.0,5.0,38.1%,H,Cucuta,2024-07-01,5.0,93.17281572382235,19,0
CLI-10568,165.0,"1,000",10.0,123.0,1.0,24.1,Mujer,cucuta,27/07/2024,9.0,399.1268352600983,40,1
CLI-10569,340.0,"1,000",11.0,2.0,1.0,25.8,Mujer,Bogotá,,6.0,169.62150404249113,39,0
CLI-10570,274.0,"1,000",67.0,1.0,3.0,44.5%,Prefiero no decirlo,Cucuta,24-Jan-2025,3.0,280.40702921949287,40,0
CLI-10571,103.0,"1,000",17.0,3.0,2.0,5.5,male,Medellin,29-Nov-2024,4.0,499.51072349517875,26,1
CLI-10572,235.0,"1,000",32.0,4.0,1.0,30.0%,Femenino,MEDELLIN,,1.0,370.1735888356173,45,0
CLI-10573,286.0,"$1,000",,1.0,5.0,14.1%,Male,cucuta,2024-06-20,8.0,517.7122791044274,25,0
CLI-10574,143.0,"$1,000",40.0,2.0,1.0,1.8,male,Barranquilla,,8.0,450.3477749306488,46,0
CLI-10575,274.0,"$1,000",4.0,3.0,,21.9,Male,Cúcuta,2024/11/13,9.0,2096.5842253749493,44,0
CLI-10576,102.0,"$1,000",0.0,2.0,2.0,14.2,M,bogota,25/07/2024,3.0,483.70450081707594,38,1
CLI-10577,546.0,"$1,000",,1.0,2.0,0.1%,male,carthagena,14-Jan-2025,4.0,436.48524316369173,40,0
CLI-10578,517.0,"$1,000",5.0,3.0,2.0,24.6%,H,Cali,24-Oct-2024,5.0,541.6610146716839,65,0
CLI-10579,210.0,"$1,000",16.0,2.0,2.0,15.6,male,carthagena,10-Aug-2024,7.0,396.085451841949,50,0
CLI-10580,304.0,"$1,000",12.0,4.0,4.0,,Female,Cartagena,2024-07-13,4.0,133.11574743571558,44,0
CLI-10581,58.0,"$1,000",2.0,4.0,2.0,0.6%,male,Bogotá,23-Apr-2025,4.0,654.7721982574093,0,1
CLI-10582,122.0,"1,000",4.0,2.0,4.0,20.1%,female,Cucuta,06-May-2025,10.0,995.7525763092968,42,0
CLI-10583,205.0,"$1,000",59.0,2.0,3.0,23.5%,Mujer,Medellin,14-Mar-2025,10.0,1198.306500479955,50,1
CLI-10584,129.0,"1,000",55.0,3.0,0.0,23.3%,Female,Cali,25/04/2025,2.0,653.6425250536346,32,0
CLI-10585,376.0,"$1,000",12.0,3.0,3.0,35.8%,Mujer,Cúcuta,,4.0,334.2178914090675,75,0
CLI-10586,811.0,"1,000",6.0,2.0,2.0,49.6%,H,Cucuta,2024/06/20,2.0,484.9546428278111,44,0
CLI-10587,121.0,"1,000",19.0,1.0,3.0,1.4%,Masculino,Cucuta,2024-10-17,7.0,1408.7462006869582,84,0
CLI-10588,148.0,"$1,000",33.0,169.0,4.0,19.8,Femenino,cali,27/04/2025,6.0,344.8907465040966,75,0
CLI-10589,282.0,"1,000",53.0,3.0,3.0,42.8%,Femenino,Cali,16-Sep-2024,4.0,174.9581579725035,34,0
CLI-10590,643.0,"$1,000",4.0,4.0,5.0,31.3%,Female,Cúcuta,2024/06/24,3.0,1894.1837369282873,45,0
CLI-10591,118.0,"$1,000",5.0,1.0,3.0,49.2%,Mujer,Medellin,31/07/2024,4.0,197.81280733411174,47,0
CLI-10592,284.0,"1,000",1.0,4.0,2.0,35.7,female,Cartagena,2024/07/24,8.0,134.25306633861692,56,1
CLI-10593,730.0,"$1,000",0.0,3.0,1.0,36.2%,Male,Medellin,2024-07-08,5.0,504.41242361419125,43,0
CLI-10594,91.0,"$1,000",6.0,4.0,2.0,3.8,male,MEDELLIN,,3.0,537.0765330606746,60,1
CLI-10595,113.0,"$1,000",,2.0,1.0,13.8%,Femenino,BARRANQUILLA,17-Jul-2024,5.0,555.9289495187052,15,0
CLI-10596,190.0,"$1,000",20.0,2.0,1.0,29.2%,Prefiero no decirlo,Cucuta,2024/08/15,4.0,746.0374610634874,32,1
CLI-10597,179.0,"$1,000",7.0,8.0,2.0,,female,Medellin,2024/09/26,10.0,360.2601086390908,39,0
CLI-10598,398.0,"$1,000",4.0,2.0,2.0,38.1%,Female,carthagena,21/03/2025,4.0,363.91190714975096,32,1
CLI-10599,283.0,"$1,000",15.0,3.0,,49.7%,female,Bogotá,2024-07-03,2.0,270.0896760787524,16,0
CLI-10600,84.0,"1,000",15.0,4.0,4.0,10.3,male,carthagena,30/04/2025,2.0,443.9706961979108,55,0
CLI-10601,333.0,"$1,000",5.0,3.0,4.0,21.4%,NB,cali,21/02/2025,2.0,589.5436903771466,25,0
CLI-10602,173.0,"$1,000",18.0,1.0,3.0,43.3%,female,Bogotá,11/09/2024,5.0,761.0833599165142,31,0
CLI-10603,526.0,"1,000",51.0,5.0,7.0,41.9,Mujer,BARRANQUILLA,10/09/2024,7.0,215.19374849827145,53,0
CLI-10604,168.0,"$1,000",38.0,4.0,5.0,40.9%,Mujer,Medellin,2024/07/14,5.0,inf,60,0
CLI-10605,167.0,"$1,000",1.0,0.0,3.0,31.0%,Mujer,Cartagena,05/05/2025,8.0,749.5637369877255,33,0
CLI-10606,339.0,"1,000",8.0,3.0,3.0,49.7,Masculino,Bogotá,,6.0,278.5758937673528,0,0
CLI-10607,387.0,"1,000",24.0,0.0,4.0,17.9,Femenino,Cali,,3.0,202.4287329471189,29,0
CLI-10608,320.0,"$1,000",32.0,2.0,1.0,5.8%,male,Medellin,22/10/2024,4.0,110.48797854406736,58,0
CLI-10609,89.0,"$1,000",5.0,1.0,3.0,6.6%,H,Cali,,5.0,1080.497286715455,59,0
CLI-10610,,"1,000",31.0,1.0,4.0,21.8,M,Bogotá,,4.0,489.2946500195297,47,1
CLI-10611,132.0,"1,000",14.0,3.0,4.0,40.2,Male,Medellin,2025/04/25,7.0,591.0160017948165,45,0
CLI-10612,282.0,"$1,000",39.0,1.0,3.0,22.6%,NB,bogota,2025-05-20,3.0,547.9547850356133,22,0
CLI-10613,104.0,"$1,000",15.0,8.0,5.0,30.6%,H,Cartagena,14-Jun-2024,4.0,468.1437535962485,48,1
CLI-10614,320.0,"$1,000",39.0,2.0,,17.9%,male,cali,2024/11/27,2.0,396.9251268465658,53,1
CLI-10615,151.0,"$1,000",2.0,1.0,1.0,35.7%,Mujer,Medellin,13/12/2024,1.0,384.0600593358505,44,1
CLI-10616,113.0,"1,000",65.0,3.0,1.0,7.7,female,Cartagena,2025/01/09,2.0,203.601496672644,45,0
CLI-10617,376.0,"1,000",1.0,2.0,,26.0,Femenino,Cucuta,06-Jul-2024,3.0,117.24091927222162,26,0
CLI-10618,283.0,"$1,000",28.0,4.0,5.0,9.3%,Otro,BARRANQUILLA,20-Aug-2024,7.0,1942.9057232356724,59,1
CLI-10619,169.0,"1,000",2.0,2.0,3.0,23.4,Femenino,Medellin,10-Dec-2024,7.0,414.29756200419985,21,0
CLI-10620,584.0,"1,000",42.0,3.0,2.0,21.5,Mujer,cali,2025-04-18,4.0,296.99521408599446,41,0
CLI-10621,188.0,"$1,000",2.0,3.0,3.0,30.2,M,Cúcuta,2024-09-19,4.0,230.2872413735678,48,0
CLI-10622,249.0,"1,000",17.0,5.0,5.0,25.5,Male,bogota,2025/03/19,3.0,841.0976497689462,59,0
CLI-10623,288.0,"$1,000",12.0,1.0,1.0,48.8%,F,Cali,04/02/2025,7.0,446.4412384313057,57,0
CLI-10624,169.0,"$1,000",4.0,4.0,3.0,45.0,Femenino,Barranquilla,2024-10-03,11.0,220.43793654264826,59,0
CLI-10625,325.0,"$1,000",37.0,0.0,4.0,14.7%,female,Cartagena,20-Jun-2024,5.0,326.19519158262136,37,0
CLI-10626,178.0,"$1,000",11.0,2.0,2.0,6.1%,F,BARRANQUILLA,13/03/2025,1.0,501.655657488656,76,1
CLI-10627,191.0,"1,000",16.0,0.0,1.0,3.2%,female,carthagena,20-May-2025,8.0,307.7718621220246,58,1
CLI-10628,554.0,"$1,000",5.0,1.0,4.0,9.9%,female,cucuta,2024/12/29,4.0,713.7676833439556,36,0
CLI-10629,131.0,"$1,000",50.0,2.0,4.0,11.1,male,MEDELLIN,2024-09-20,7.0,1784.4477487684878,37,1
CLI-10630,58.0,"$1,000",18.0,6.0,4.0,44.4%,H,Barranquilla,2024-10-04,1.0,300.25345394820914,53,0
CLI-10631,,"$1,000",10.0,2.0,4.0,46.2%,Femenino,Cali,,9.0,330.47672269285295,34,0
CLI-10632,1130.0,"$1,000",,1.0,4.0,11.5%,male,bogota,2025/03/18,4.0,225.6646079984389,22,1
CLI-10633,192.0,"1,000",23.0,2.0,2.0,37.9%,Prefiero no decirlo,bogota,2024/08/18,5.0,inf,43,0
CLI-10634,77.0,"$1,000",4.0,1.0,1.0,41.8%,Male,Cartagena,23/08/2024,4.0,102.2823507521015,7,1
CLI-10635,203.0,"$1,000",27.0,1.0,5.0,18.9%,M,Barranquilla,2024-08-03,7.0,870.9090920459448,47,0
CLI-10636,206.0,"1,000",4.0,2.0,2.0,43.6,F,Medellin,2024/07/07,3.0,158.5522646532443,51,0
CLI-10637,218.0,"$1,000",18.0,0.0,5.0,49.4,Masculino,Cucuta,2025-02-12,5.0,229.4271088525435,38,1
CLI-10638,125.0,"1,000",4.0,1.0,3.0,48.4%,Femenino,Cali,2025-02-09,3.0,427.8060886305592,59,0
CLI-10639,346.0,"$1,000",3.0,4.0,3.0,37.1%,M,BARRANQUILLA,19/12/2024,3.0,1058.072026461717,54,0
CLI-10640,335.0,"$1,000",13.0,2.0,1.0,18.6%,M,cucuta,25/01/2025,7.0,221.85404799248755,26,1
CLI-10641,100.0,"1,000",6.0,2.0,5.0,11.4%,F,carthagena,13/04/2025,5.0,354.01164494606587,42,0
CLI-10642,372.0,"1,000",0.0,4.0,3.0,49.6%,Masculino,carthagena,01/02/2025,4.0,495.4498977418707,34,0
CLI-10643,838.0,"1,000",29.0,2.0,5.0,13.8%,Femenino,Medellin,2025/01/15,4.0,252.11770532595636,37,1
CLI-10644,271.0,"$1,000",84.0,4.0,4.0,21.9%,M,Cucuta,2024/08/29,3.0,370.798793773675,59,0
CLI-10645,200.0,"$1,000",22.0,1.0,1.0,13.2,F,Barranquilla,2025-05-29,2.0,132.50920882293022,51,1
CLI-10646,225.0,"1,000",48.0,1.0,5.0,,Male,Medellin,2024-08-31,5.0,278.833959039697,31,0
CLI-10647,354.0,"$1,000",24.0,2.0,3.0,5.5%,male,carthagena,,5.0,954.625185522355,45,0
CLI-10648,87.0,"1,000",87.0,1.0,1.0,40.5%,Mujer,Barranquilla,2025/04/14,6.0,714.0586187930772,30,1
CLI-10649,270.0,"$1,000",10.0,3.0,,25.3,Mujer,bogota,2024/06/19,10.0,295.70572926957703,34,0
CLI-10650,194.0,"1,000",13.0,3.0,4.0,21.0,NB,Bogotá,2024-09-10,2.0,198.51162445646145,65,0
CLI-10651,742.0,"$1,000",8.0,5.0,4.0,18.2%,Femenino,bogota,19-Sep-2024,7.0,347.70224454427716,80,0
CLI-10652,220.0,"$1,000",62.0,71.0,2.0,29.0%,female,MEDELLIN,2024-08-26,4.0,144.81222095464813,68,0
CLI-10653,666.0,"$1,000",12.0,1.0,5.0,39.0%,Masculino,MEDELLIN,2024/08/10,4.0,351.5182611955437,46,0
CLI-10654,126.0,"$1,000",41.0,4.0,2.0,45.1%,Mujer,Cali,2025-01-06,3.0,302.7704136285708,44,1
CLI-10655,348.0,"1,000",2.0,3.0,3.0,42.1%,Femenino,Medellin,26-Nov-2024,3.0,295.11851525704276,57,0
CLI-10656,296.0,"$1,000",5.0,1.0,5.0,22.3%,Mujer,Cucuta,2024/10/22,2.0,365.47249705791467,43,0
CLI-10657,145.0,"$1,000",15.0,6.0,1.0,41.7%,Femenino,cucuta,24-Mar-2025,5.0,587.4225263159391,20,0
CLI-10658,272.0,"1,000",7.0,3.0,,26.4%,Masculino,cucuta,10-May-2025,4.0,194.99006771015078,69,0
CLI-10659,506.0,"1,000",5.0,3.0,3.0,31.9%,female,MEDELLIN,2024-09-11,6.0,788.6755599226306,24,0
CLI-10660,201.0,"$1,000",8.0,3.0,4.0,33.7%,Femenino,Barranquilla,02-Mar-2025,7.0,886.8480773220974,60,0
CLI-10661,89.0,"1,000",4.0,1.0,4.0,20.0,Masculino,bogota,2025-02-12,5.0,1881.4823426332948,53,1
CLI-10662,242.0,"$1,000",34.0,3.0,4.0,24.3%,F,carthagena,2025/04/25,5.0,496.4241622016789,0,1
CLI-10663,142.0,"1,000",6.0,0.0,2.0,34.6%,female,bogota,2024/12/16,9.0,1131.3019757259137,54,0
CLI-10664,199.0,"$1,000",18.0,3.0,3.0,15.4,F,Medellin,06-Nov-2024,3.0,799.1204296854768,33,0
CLI-10665,233.0,"$1,000",2.0,2.0,1.0,37.3,F,MEDELLIN,2024/07/08,-1.0,460.9580626633908,58,1
CLI-10666,88.0,"$1,000",31.0,3.0,99.0,17.7%,M,Barranquilla,2024/12/04,6.0,172.09491193381203,36,1
CLI-10667,93.0,"$1,000",6.0,5.0,2.0,29.3%,H,Cali,16-Jan-2025,7.0,754.968388795318,27,0
CLI-10668,327.0,"$1,000",8.0,3.0,,41.9%,male,BARRANQUILLA,2024-08-16,3.0,477.141707848011,14,0
CLI-10669,179.0,"$1,000",31.0,4.0,,1.2%,No binario,MEDELLIN,2025-02-16,8.0,1409.7215111925298,40,0
CLI-10670,53.0,"1,000",4.0,2.0,4.0,12.0%,Masculino,Barranquilla,2025-05-28,6.0,677.3211321101084,16,0
CLI-10671,392.0,"$1,000",32.0,2.0,,,Mujer,bogota,2025-05-21,6.0,844.7782591581378,63,0
CLI-10672,288.0,"$1,000",5.0,0.0,4.0,5.3%,Mujer,Bogotá,28/07/2024,6.0,269.12737497010306,18,1
CLI-10673,159.0,"1,000",7.0,1.0,2.0,10.3%,Femenino,bogota,18-Sep-2024,9.0,478.7663321022812,36,0
CLI-10674,109267.0,"1,000",40.0,4.0,,37.5%,Male,Medellin,,2.0,104.94942073796705,0,1
CLI-10675,404.0,"1,000",2.0,2.0,1.0,1.3%,Male,Cúcuta,,-1.0,594.7568964668318,44,1
CLI-10676,302.0,"$1,000",8.0,3.0,,30.5%,Otro,Cali,31/07/2024,3.0,946.1851414013283,28,0
CLI-10677,1022.0,"$1,000",7.0,2.0,3.0,1.7%,Femenino,Barranquilla,11-Oct-2024,4.0,1068.8591760541995,59,0
CLI-10678,315.0,"$1,000",18.0,3.0,1.0,5.8,Masculino,Cartagena,2024/12/08,3.0,314.6782612677936,44,0
CLI-10679,309.0,"$1,000",14.0,1.0,1.0,19.5,M,carthagena,19/01/2025,7.0,113.33859653584543,41,1
CLI-10680,221.0,"$1,000",14.0,3.0,4.0,48.2%,female,BARRANQUILLA,13-Jan-2025,2.0,276.90564381696106,32,0
CLI-10681,399.0,"1,000",17.0,0.0,1.0,27.3%,Otro,MEDELLIN,18/08/2024,3.0,382.03541977315257,50,0
CLI-10682,356.0,"1,000",21.0,0.0,6.0,15.6,Female,Cartagena,2025-03-21,8.0,537.0906937332594,62,0
CLI-10683,519.0,"1,000",64.0,2.0,4.0,20.6%,male,Medellin,12-Jul-2024,3.0,97.45522544347746,82,0
CLI-10684,179.0,"$1,000",28.0,3.0,5.0,28.4%,F,BARRANQUILLA,2025-03-07,8.0,374.95805669074315,27,0
CLI-10685,188.0,"1,000",6.0,2.0,1.0,31.0%,M,cucuta,07/03/2025,7.0,195.14710990151428,39,1
CLI-10686,170012.0,"$1,000",4.0,1.0,2.0,13.4%,Mujer,Bogotá,2025-01-15,4.0,1110.4927969297169,13,0
CLI-10687,,"1,000",10.0,2.0,1.0,9.9%,M,bogota,16-Aug-2024,6.0,78.69286355914348,52,1
CLI-10688,601.0,"$1,000",18.0,3.0,5.0,24.8,Masculino,Medellin,2025/05/31,1.0,819.6572621615668,21,0
CLI-10689,186.0,"$1,000",22.0,1.0,3.0,32.2,Masculino,cali,07-Apr-2025,6.0,360.802454608592,46,0
CLI-10690,190.0,"$1,000",12.0,0.0,5.0,40.8%,male,Barranquilla,15-Jan-2025,4.0,96.27157281442513,60,0
CLI-10691,295.0,"1,000",13.0,5.0,1.0,29.6,H,Medellin,11/04/2025,3.0,1305.3120109809088,35,0
CLI-10692,211.0,"1,000",8.0,6.0,,34.6,F,Cucuta,13/01/2025,4.0,1038.1059771823627,28,0
CLI-10693,433.0,"1,000",8.0,1.0,,24.2,Mujer,Bogotá,27/12/2024,3.0,967.7721274355692,61,0
CLI-10694,63.0,"1,000",18.0,2.0,1.0,28.3%,Female,BARRANQUILLA,2024-10-19,0.0,430.6015255224927,52,0
CLI-10695,149.0,"1,000",9.0,3.0,0.0,31.8%,male,BARRANQUILLA,03-Feb-2025,10.0,252.12121811618394,25,0
CLI-10696,153.0,"1,000",,1.0,2.0,11.8,male,Cúcuta,2024-11-17,9.0,422.2401796379565,44,1
CLI-10697,61.0,"$1,000",35.0,1.0,2.0,46.7%,F,BARRANQUILLA,06/06/2024,2.0,591.2469941997603,29,1
CLI-10698,137.0,"1,000",57.0,4.0,1.0,17.3%,female,bogota,15/12/2024,3.0,275.97194442278965,57,1
CLI-10699,141.0,"$1,000",,1.0,3.0,30.2%,Male,Cali,2024-08-12,6.0,221.30336057095647,43,1
CLI-10700,217.0,"$1,000",14.0,1.0,2.0,,female,MEDELLIN,22-Feb-2025,2.0,569.752555143293,64,1
CLI-10701,477.0,"$1,000",5.0,4.0,5.0,42.7%,M,Barranquilla,2024/07/12,4.0,462.56840440305575,28,0
CLI-10702,211.0,"$1,000",21.0,2.0,4.0,5.7%,male,Cucuta,06-Nov-2024,2.0,771.3661053270893,45,0
CLI-10703,132.0,"1,000",,3.0,3.0,44.2,M,cali,2025/04/13,5.0,1171.600439073926,41,1
